"","y.first","z.first","pts","days","psi","p","phi","g","yrs","nsim","NA"
"166",12,2,"input values 60"," 15"," 0.5"," 0.2"," 0.99"," 0"," 15"," 500","input values 60, 15, 0.5, 0.2, 0.99, 0, 15, 500"
"167",10,1,"input values 60"," 15"," 0.5"," 0.5"," 0.9"," 0"," 15"," 500","input values 60, 15, 0.5, 0.5, 0.9, 0, 15, 500"
"168",12,2,"input values 60"," 15"," 0.5"," 0.5"," 0.95"," 0"," 15"," 500","input values 60, 15, 0.5, 0.5, 0.95, 0, 15, 500"
"169",0,8,"input values 60"," 15"," 0.5"," 0.5"," 0.99"," 0"," 15"," 500","input values 60, 15, 0.5, 0.5, 0.99, 0, 15, 500"
"170",8,1,"input values 60"," 30"," 0.5"," 0.08"," 0.85"," 0"," 15"," 500","input values 60, 30, 0.5, 0.08, 0.85, 0, 15, 500"
"171",8,1,"input values 60"," 30"," 0.5"," 0.08"," 0.9"," 0"," 15"," 500","input values 60, 30, 0.5, 0.08, 0.9, 0, 15, 500"
"172",9,1,"input values 60"," 30"," 0.5"," 0.08"," 0.95"," 0"," 15"," 500","input values 60, 30, 0.5, 0.08, 0.95, 0, 15, 500"
"173",10,2,"input values 60"," 30"," 0.5"," 0.08"," 0.99"," 0"," 15"," 500","input values 60, 30, 0.5, 0.08, 0.99, 0, 15, 500"
"174",10,1,"input values 60"," 30"," 0.5"," 0.2"," 0.9"," 0"," 15"," 500","input values 60, 30, 0.5, 0.2, 0.9, 0, 15, 500"
"175",12,2,"input values 60"," 30"," 0.5"," 0.2"," 0.95"," 0"," 15"," 500","input values 60, 30, 0.5, 0.2, 0.95, 0, 15, 500"
"176",0,7,"input values 60"," 30"," 0.5"," 0.2"," 0.99"," 0"," 15"," 500","input values 60, 30, 0.5, 0.2, 0.99, 0, 15, 500"
"177",10,1,"input values 60"," 30"," 0.5"," 0.5"," 0.9"," 0"," 15"," 500","input values 60, 30, 0.5, 0.5, 0.9, 0, 15, 500"
"178",12,2,"input values 60"," 30"," 0.5"," 0.5"," 0.95"," 0"," 15"," 500","input values 60, 30, 0.5, 0.5, 0.95, 0, 15, 500"
"179",0,8,"input values 60"," 30"," 0.5"," 0.5"," 0.99"," 0"," 15"," 500","input values 60, 30, 0.5, 0.5, 0.99, 0, 15, 500"
"180",8,1,"input values 60"," 45"," 0.5"," 0.08"," 0.85"," 0"," 15"," 500","input values 60, 45, 0.5, 0.08, 0.85, 0, 15, 500"
"181",10,0,"input values 60"," 45"," 0.5"," 0.08"," 0.9"," 0"," 15"," 500","input values 60, 45, 0.5, 0.08, 0.9, 0, 15, 500"
"182",11,0,"input values 60"," 45"," 0.5"," 0.08"," 0.95"," 0"," 15"," 500","input values 60, 45, 0.5, 0.08, 0.95, 0, 15, 500"
"183",14,0,"input values 60"," 45"," 0.5"," 0.08"," 0.99"," 0"," 15"," 500","input values 60, 45, 0.5, 0.08, 0.99, 0, 15, 500"
"184",10,1,"input values 60"," 45"," 0.5"," 0.2"," 0.9"," 0"," 15"," 500","input values 60, 45, 0.5, 0.2, 0.9, 0, 15, 500"
"185",12,2,"input values 60"," 45"," 0.5"," 0.2"," 0.95"," 0"," 15"," 500","input values 60, 45, 0.5, 0.2, 0.95, 0, 15, 500"
"186",0,0,"input values 60"," 45"," 0.5"," 0.2"," 0.99"," 0"," 15"," 500","input values 60, 45, 0.5, 0.2, 0.99, 0, 15, 500"
"187",10,1,"input values 60"," 45"," 0.5"," 0.5"," 0.9"," 0"," 15"," 500","input values 60, 45, 0.5, 0.5, 0.9, 0, 15, 500"
"188",12,2,"input values 60"," 45"," 0.5"," 0.5"," 0.95"," 0"," 15"," 500","input values 60, 45, 0.5, 0.5, 0.95, 0, 15, 500"
"189",0,8,"input values 60"," 45"," 0.5"," 0.5"," 0.99"," 0"," 15"," 500","input values 60, 45, 0.5, 0.5, 0.99, 0, 15, 500"
"190",9,0,"input values 60"," 60"," 0.5"," 0.08"," 0.85"," 0"," 15"," 500","input values 60, 60, 0.5, 0.08, 0.85, 0, 15, 500"
"191",10,0,"input values 60"," 60"," 0.5"," 0.08"," 0.9"," 0"," 15"," 500","input values 60, 60, 0.5, 0.08, 0.9, 0, 15, 500"
"192",11,2,"input values 60"," 60"," 0.5"," 0.08"," 0.95"," 0"," 15"," 500","input values 60, 60, 0.5, 0.08, 0.95, 0, 15, 500"
"193",0,0,"input values 60"," 60"," 0.5"," 0.08"," 0.99"," 0"," 15"," 500","input values 60, 60, 0.5, 0.08, 0.99, 0, 15, 500"
"194",10,1,"input values 60"," 60"," 0.5"," 0.2"," 0.9"," 0"," 15"," 500","input values 60, 60, 0.5, 0.2, 0.9, 0, 15, 500"
"195",12,3,"input values 60"," 60"," 0.5"," 0.2"," 0.95"," 0"," 15"," 500","input values 60, 60, 0.5, 0.2, 0.95, 0, 15, 500"
"196",0,0,"input values 60"," 60"," 0.5"," 0.2"," 0.99"," 0"," 15"," 500","input values 60, 60, 0.5, 0.2, 0.99, 0, 15, 500"
"197",10,1,"input values 60"," 60"," 0.5"," 0.5"," 0.9"," 0"," 15"," 500","input values 60, 60, 0.5, 0.5, 0.9, 0, 15, 500"
"198",12,2,"input values 60"," 60"," 0.5"," 0.5"," 0.95"," 0"," 15"," 500","input values 60, 60, 0.5, 0.5, 0.95, 0, 15, 500"
"199",0,8,"input values 60"," 60"," 0.5"," 0.5"," 0.99"," 0"," 15"," 500","input values 60, 60, 0.5, 0.5, 0.99, 0, 15, 500"
"200",8,1,"input values 90"," 15"," 0.5"," 0.08"," 0.85"," 0"," 15"," 500","input values 90, 15, 0.5, 0.08, 0.85, 0, 15, 500"
"201",8,1,"input values 90"," 15"," 0.5"," 0.08"," 0.9"," 0"," 15"," 500","input values 90, 15, 0.5, 0.08, 0.9, 0, 15, 500"
"202",8,1,"input values 90"," 15"," 0.5"," 0.08"," 0.95"," 0"," 15"," 500","input values 90, 15, 0.5, 0.08, 0.95, 0, 15, 500"
"203",9,1,"input values 90"," 15"," 0.5"," 0.08"," 0.99"," 0"," 15"," 500","input values 90, 15, 0.5, 0.08, 0.99, 0, 15, 500"
"204",9,1,"input values 90"," 15"," 0.5"," 0.2"," 0.9"," 0"," 15"," 500","input values 90, 15, 0.5, 0.2, 0.9, 0, 15, 500"
"205",11,1,"input values 90"," 15"," 0.5"," 0.2"," 0.95"," 0"," 15"," 500","input values 90, 15, 0.5, 0.2, 0.95, 0, 15, 500"
"206",13,2,"input values 90"," 15"," 0.5"," 0.2"," 0.99"," 0"," 15"," 500","input values 90, 15, 0.5, 0.2, 0.99, 0, 15, 500"
"207",10,1,"input values 90"," 15"," 0.5"," 0.5"," 0.9"," 0"," 15"," 500","input values 90, 15, 0.5, 0.5, 0.9, 0, 15, 500"
"208",13,1,"input values 90"," 15"," 0.5"," 0.5"," 0.95"," 0"," 15"," 500","input values 90, 15, 0.5, 0.5, 0.95, 0, 15, 500"
"209",0,7,"input values 90"," 15"," 0.5"," 0.5"," 0.99"," 0"," 15"," 500","input values 90, 15, 0.5, 0.5, 0.99, 0, 15, 500"
"210",8,1,"input values 90"," 30"," 0.5"," 0.08"," 0.85"," 0"," 15"," 500","input values 90, 30, 0.5, 0.08, 0.85, 0, 15, 500"
"211",9,1,"input values 90"," 30"," 0.5"," 0.08"," 0.9"," 0"," 15"," 500","input values 90, 30, 0.5, 0.08, 0.9, 0, 15, 500"
"212",10,0,"input values 90"," 30"," 0.5"," 0.08"," 0.95"," 0"," 15"," 500","input values 90, 30, 0.5, 0.08, 0.95, 0, 15, 500"
"213",11,0,"input values 90"," 30"," 0.5"," 0.08"," 0.99"," 0"," 15"," 500","input values 90, 30, 0.5, 0.08, 0.99, 0, 15, 500"
"214",10,1,"input values 90"," 30"," 0.5"," 0.2"," 0.9"," 0"," 15"," 500","input values 90, 30, 0.5, 0.2, 0.9, 0, 15, 500"
"215",12,1,"input values 90"," 30"," 0.5"," 0.2"," 0.95"," 0"," 15"," 500","input values 90, 30, 0.5, 0.2, 0.95, 0, 15, 500"
"216",0,5,"input values 90"," 30"," 0.5"," 0.2"," 0.99"," 0"," 15"," 500","input values 90, 30, 0.5, 0.2, 0.99, 0, 15, 500"
"217",7,1,"input values 90"," 30"," 0.5"," 0.5"," 0.9"," 0"," 15"," 500","input values 90, 30, 0.5, 0.5, 0.9, 0, 15, 500"
"218",9,2,"input values 90"," 30"," 0.5"," 0.5"," 0.95"," 0"," 15"," 500","input values 90, 30, 0.5, 0.5, 0.95, 0, 15, 500"
"219",0,6,"input values 90"," 30"," 0.5"," 0.5"," 0.99"," 0"," 15"," 500","input values 90, 30, 0.5, 0.5, 0.99, 0, 15, 500"
"220",6,1,"input values 90"," 45"," 0.5"," 0.08"," 0.85"," 0"," 15"," 500","input values 90, 45, 0.5, 0.08, 0.85, 0, 15, 500"
"221",7,0,"input values 90"," 45"," 0.5"," 0.08"," 0.9"," 0"," 15"," 500","input values 90, 45, 0.5, 0.08, 0.9, 0, 15, 500"
"222",8,1,"input values 90"," 45"," 0.5"," 0.08"," 0.95"," 0"," 15"," 500","input values 90, 45, 0.5, 0.08, 0.95, 0, 15, 500"
"223",11,2,"input values 90"," 45"," 0.5"," 0.08"," 0.99"," 0"," 15"," 500","input values 90, 45, 0.5, 0.08, 0.99, 0, 15, 500"
"224",7,1,"input values 90"," 45"," 0.5"," 0.2"," 0.9"," 0"," 15"," 500","input values 90, 45, 0.5, 0.2, 0.9, 0, 15, 500"
"225",9,1,"input values 90"," 45"," 0.5"," 0.2"," 0.95"," 0"," 15"," 500","input values 90, 45, 0.5, 0.2, 0.95, 0, 15, 500"
"226",0,6,"input values 90"," 45"," 0.5"," 0.2"," 0.99"," 0"," 15"," 500","input values 90, 45, 0.5, 0.2, 0.99, 0, 15, 500"
"227",7,1,"input values 90"," 45"," 0.5"," 0.5"," 0.9"," 0"," 15"," 500","input values 90, 45, 0.5, 0.5, 0.9, 0, 15, 500"
"228",9,1,"input values 90"," 45"," 0.5"," 0.5"," 0.95"," 0"," 15"," 500","input values 90, 45, 0.5, 0.5, 0.95, 0, 15, 500"
"229",0,5,"input values 90"," 45"," 0.5"," 0.5"," 0.99"," 0"," 15"," 500","input values 90, 45, 0.5, 0.5, 0.99, 0, 15, 500"
"230",7,1,"input values 90"," 60"," 0.5"," 0.08"," 0.9"," 0"," 15"," 500","input values 90, 60, 0.5, 0.08, 0.9, 0, 15, 500"
"231",9,1,"input values 90"," 60"," 0.5"," 0.08"," 0.95"," 0"," 15"," 500","input values 90, 60, 0.5, 0.08, 0.95, 0, 15, 500"
"232",14,0,"input values 90"," 60"," 0.5"," 0.08"," 0.99"," 0"," 15"," 500","input values 90, 60, 0.5, 0.08, 0.99, 0, 15, 500"
"233",7,1,"input values 90"," 60"," 0.5"," 0.2"," 0.9"," 0"," 15"," 500","input values 90, 60, 0.5, 0.2, 0.9, 0, 15, 500"
"234",9,1,"input values 90"," 60"," 0.5"," 0.2"," 0.95"," 0"," 15"," 500","input values 90, 60, 0.5, 0.2, 0.95, 0, 15, 500"
"235",0,0,"input values 90"," 60"," 0.5"," 0.2"," 0.99"," 0"," 15"," 500","input values 90, 60, 0.5, 0.2, 0.99, 0, 15, 500"
"236",8,1,"input values 90"," 60"," 0.5"," 0.5"," 0.9"," 0"," 15"," 500","input values 90, 60, 0.5, 0.5, 0.9, 0, 15, 500"
"237",9,1,"input values 90"," 60"," 0.5"," 0.5"," 0.95"," 0"," 15"," 500","input values 90, 60, 0.5, 0.5, 0.95, 0, 15, 500"
"238",0,6,"input values 90"," 60"," 0.5"," 0.5"," 0.99"," 0"," 15"," 500","input values 90, 60, 0.5, 0.5, 0.99, 0, 15, 500"
"239",6,1,"input values 90"," 60"," 0.5"," 0.08"," 0.85"," 0"," 15"," 500","input values 90, 60, 0.5, 0.08, 0.85, 0, 15, 500"
"240",5,3,"input values 10"," 15"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 10, 15, 0.5, 0.2, 0.85, 0, 15, 500"
"241",5,4,"input values 10"," 15"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 10, 15, 0.5, 0.5, 0.85, 0, 15, 500"
"242",5,3,"input values 10"," 30"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 10, 30, 0.5, 0.2, 0.85, 0, 15, 500"
"243",6,3,"input values 10"," 30"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 10, 30, 0.5, 0.5, 0.85, 0, 15, 500"
"244",5,4,"input values 10"," 45"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 10, 45, 0.5, 0.2, 0.85, 0, 15, 500"
"245",5,4,"input values 10"," 45"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 10, 45, 0.5, 0.5, 0.85, 0, 15, 500"
"246",5,4,"input values 10"," 60"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 10, 60, 0.5, 0.2, 0.85, 0, 15, 500"
"247",5,4,"input values 10"," 60"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 10, 60, 0.5, 0.5, 0.85, 0, 15, 500"
"248",6,1,"input values 120"," 15"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 120, 15, 0.5, 0.2, 0.85, 0, 15, 500"
"249",7,1,"input values 120"," 15"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 120, 15, 0.5, 0.5, 0.85, 0, 15, 500"
"250",7,1,"input values 120"," 30"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 120, 30, 0.5, 0.2, 0.85, 0, 15, 500"
"251",7,1,"input values 120"," 30"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 120, 30, 0.5, 0.5, 0.85, 0, 15, 500"
"252",7,1,"input values 120"," 45"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 120, 45, 0.5, 0.2, 0.85, 0, 15, 500"
"253",7,1,"input values 120"," 45"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 120, 45, 0.5, 0.5, 0.85, 0, 15, 500"
"254",7,1,"input values 120"," 60"," 0.5"," 0.08"," 0.85"," 0"," 15"," 500","input values 120, 60, 0.5, 0.08, 0.85, 0, 15, 500"
"255",7,1,"input values 120"," 60"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 120, 60, 0.5, 0.2, 0.85, 0, 15, 500"
"256",7,1,"input values 120"," 60"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 120, 60, 0.5, 0.5, 0.85, 0, 15, 500"
"257",5,2,"input values 20"," 15"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 20, 15, 0.5, 0.2, 0.85, 0, 15, 500"
"258",6,2,"input values 20"," 15"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 20, 15, 0.5, 0.5, 0.85, 0, 15, 500"
"259",6,2,"input values 20"," 30"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 20, 30, 0.5, 0.2, 0.85, 0, 15, 500"
"260",6,2,"input values 20"," 30"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 20, 30, 0.5, 0.5, 0.85, 0, 15, 500"
"261",6,2,"input values 20"," 45"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 20, 45, 0.5, 0.2, 0.85, 0, 15, 500"
"262",6,2,"input values 20"," 45"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 20, 45, 0.5, 0.5, 0.85, 0, 15, 500"
"263",6,2,"input values 20"," 60"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 20, 60, 0.5, 0.2, 0.85, 0, 15, 500"
"264",6,2,"input values 20"," 60"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 20, 60, 0.5, 0.5, 0.85, 0, 15, 500"
"265",6,1,"input values 30"," 15"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 30, 15, 0.5, 0.2, 0.85, 0, 15, 500"
"266",6,1,"input values 30"," 15"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 30, 15, 0.5, 0.5, 0.85, 0, 15, 500"
"267",6,1,"input values 30"," 30"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 30, 30, 0.5, 0.2, 0.85, 0, 15, 500"
"268",6,1,"input values 30"," 30"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 30, 30, 0.5, 0.5, 0.85, 0, 15, 500"
"269",6,2,"input values 30"," 45"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 30, 45, 0.5, 0.2, 0.85, 0, 15, 500"
"270",6,2,"input values 30"," 45"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 30, 45, 0.5, 0.5, 0.85, 0, 15, 500"
"271",6,2,"input values 30"," 60"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 30, 60, 0.5, 0.2, 0.85, 0, 15, 500"
"272",6,2,"input values 30"," 60"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 30, 60, 0.5, 0.5, 0.85, 0, 15, 500"
"273",6,1,"input values 60"," 15"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 60, 15, 0.5, 0.2, 0.85, 0, 15, 500"
"274",6,1,"input values 60"," 15"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 60, 15, 0.5, 0.5, 0.85, 0, 15, 500"
"275",6,1,"input values 60"," 30"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 60, 30, 0.5, 0.2, 0.85, 0, 15, 500"
"276",6,1,"input values 60"," 30"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 60, 30, 0.5, 0.5, 0.85, 0, 15, 500"
"277",6,1,"input values 60"," 45"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 60, 45, 0.5, 0.2, 0.85, 0, 15, 500"
"278",6,1,"input values 60"," 45"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 60, 45, 0.5, 0.5, 0.85, 0, 15, 500"
"279",6,1,"input values 60"," 60"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 60, 60, 0.5, 0.2, 0.85, 0, 15, 500"
"280",6,1,"input values 60"," 60"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 60, 60, 0.5, 0.5, 0.85, 0, 15, 500"
"281",6,1,"input values 90"," 15"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 90, 15, 0.5, 0.2, 0.85, 0, 15, 500"
"282",6,1,"input values 90"," 15"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 90, 15, 0.5, 0.5, 0.85, 0, 15, 500"
"283",6,1,"input values 90"," 30"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 90, 30, 0.5, 0.2, 0.85, 0, 15, 500"
"284",6,1,"input values 90"," 30"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 90, 30, 0.5, 0.5, 0.85, 0, 15, 500"
"285",6,1,"input values 90"," 45"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 90, 45, 0.5, 0.2, 0.85, 0, 15, 500"
"286",6,1,"input values 90"," 45"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 90, 45, 0.5, 0.5, 0.85, 0, 15, 500"
"287",6,1,"input values 90"," 60"," 0.5"," 0.2"," 0.85"," 0"," 15"," 500","input values 90, 60, 0.5, 0.2, 0.85, 0, 15, 500"
"288",6,1,"input values 90"," 60"," 0.5"," 0.5"," 0.85"," 0"," 15"," 500","input values 90, 60, 0.5, 0.5, 0.85, 0, 15, 500"
