"","y.first","z.first","pts","days","psi","p","phi","g","yrs","nsim"
"1",0,3,10,15,0.5,0.08,0.99,0,12,500
"2",0,2,20,15,0.5,0.08,0.99,0,12,500
"3",0,1,30,15,0.5,0.08,0.99,0,12,500
"4",0,1,60,15,0.5,0.08,0.99,0,12,500
"5",0,1,90,15,0.5,0.08,0.99,0,12,500
"6",0,1,120,15,0.5,0.08,0.99,0,12,500
"7",0,6,10,30,0.5,0.08,0.99,0,12,500
"8",0,3,20,30,0.5,0.08,0.99,0,12,500
"9",0,2,30,30,0.5,0.08,0.99,0,12,500
"10",0,1,60,30,0.5,0.08,0.99,0,12,500
"11",0,1,90,30,0.5,0.08,0.99,0,12,500
"12",0,1,120,30,0.5,0.08,0.99,0,12,500
"13",0,0,10,45,0.5,0.08,0.99,0,12,500
"14",0,8,20,45,0.5,0.08,0.99,0,12,500
"15",0,5,30,45,0.5,0.08,0.99,0,12,500
"16",0,3,60,45,0.5,0.08,0.99,0,12,500
"17",0,2,90,45,0.5,0.08,0.99,0,12,500
"18",0,2,120,45,0.5,0.08,0.99,0,12,500
"19",0,0,10,60,0.5,0.08,0.99,0,12,500
"20",0,0,20,60,0.5,0.08,0.99,0,12,500
"21",0,9,30,60,0.5,0.08,0.99,0,12,500
"22",0,5,60,60,0.5,0.08,0.99,0,12,500
"23",0,4,90,60,0.5,0.08,0.99,0,12,500
"24",0,3,120,60,0.5,0.08,0.99,0,12,500
"25",0,12,10,15,0.5,0.2,0.99,0,12,500
"26",0,6,20,15,0.5,0.2,0.99,0,12,500
"27",0,5,30,15,0.5,0.2,0.99,0,12,500
"28",0,2,60,15,0.5,0.2,0.99,0,12,500
"29",0,2,90,15,0.5,0.2,0.99,0,12,500
"30",0,1,120,15,0.5,0.2,0.99,0,12,500
"31",0,0,10,30,0.5,0.2,0.99,0,12,500
"32",0,0,20,30,0.5,0.2,0.99,0,12,500
"33",0,0,30,30,0.5,0.2,0.99,0,12,500
"34",0,8,60,30,0.5,0.2,0.99,0,12,500
"35",0,5,90,30,0.5,0.2,0.99,0,12,500
"36",0,4,120,30,0.5,0.2,0.99,0,12,500
"37",0,0,10,45,0.5,0.2,0.99,0,12,500
"38",0,0,20,45,0.5,0.2,0.99,0,12,500
"39",0,0,30,45,0.5,0.2,0.99,0,12,500
"40",0,8,60,45,0.5,0.2,0.99,0,12,500
"41",0,6,90,45,0.5,0.2,0.99,0,12,500
"42",0,4,120,45,0.5,0.2,0.99,0,12,500
"43",0,0,10,60,0.5,0.2,0.99,0,12,500
"44",0,0,20,60,0.5,0.2,0.99,0,12,500
"45",0,0,30,60,0.5,0.2,0.99,0,12,500
"46",0,8,60,60,0.5,0.2,0.99,0,12,500
"47",0,5,90,60,0.5,0.2,0.99,0,12,500
"48",0,5,120,60,0.5,0.2,0.99,0,12,500
"49",0,0,10,15,0.5,0.5,0.99,0,12,500
"50",0,0,20,15,0.5,0.5,0.99,0,12,500
"51",0,0,30,15,0.5,0.5,0.99,0,12,500
"52",0,8,60,15,0.5,0.5,0.99,0,12,500
"53",0,6,90,15,0.5,0.5,0.99,0,12,500
"54",0,5,120,15,0.5,0.5,0.99,0,12,500
"55",0,0,10,30,0.5,0.5,0.99,0,12,500
"56",0,0,20,30,0.5,0.5,0.99,0,12,500
"57",0,0,30,30,0.5,0.5,0.99,0,12,500
"58",0,9,60,30,0.5,0.5,0.99,0,12,500
"59",0,6,90,30,0.5,0.5,0.99,0,12,500
"60",0,4,120,30,0.5,0.5,0.99,0,12,500
"61",0,0,10,45,0.5,0.5,0.99,0,12,500
"62",0,0,20,45,0.5,0.5,0.99,0,12,500
"63",0,0,30,45,0.5,0.5,0.99,0,12,500
"64",0,8,60,45,0.5,0.5,0.99,0,12,500
"65",0,6,90,45,0.5,0.5,0.99,0,12,500
"66",0,4,120,45,0.5,0.5,0.99,0,12,500
"67",0,0,10,60,0.5,0.5,0.99,0,12,500
"68",0,0,20,60,0.5,0.5,0.99,0,12,500
"69",0,0,30,60,0.5,0.5,0.99,0,12,500
"70",0,8,60,60,0.5,0.5,0.99,0,12,500
"71",0,5,90,60,0.5,0.5,0.99,0,12,500
"72",0,5,120,60,0.5,0.5,0.99,0,12,500
"73",0,3,10,15,0.5,0.08,0.95,0,12,500
"74",0,1,20,15,0.5,0.08,0.95,0,12,500
"75",0,1,30,15,0.5,0.08,0.95,0,12,500
"76",0,1,60,15,0.5,0.08,0.95,0,12,500
"77",0,1,90,15,0.5,0.08,0.95,0,12,500
"78",0,1,120,15,0.5,0.08,0.95,0,12,500
"79",10,5,10,30,0.5,0.08,0.95,0,12,500
"80",0,2,20,30,0.5,0.08,0.95,0,12,500
"81",0,2,30,30,0.5,0.08,0.95,0,12,500
"82",0,1,60,30,0.5,0.08,0.95,0,12,500
"83",0,1,90,30,0.5,0.08,0.95,0,12,500
"84",0,1,120,30,0.5,0.08,0.95,0,12,500
"85",0,7,10,45,0.5,0.08,0.95,0,12,500
"86",0,4,20,45,0.5,0.08,0.95,0,12,500
"87",0,3,30,45,0.5,0.08,0.95,0,12,500
"88",0,2,60,45,0.5,0.08,0.95,0,12,500
"89",0,1,90,45,0.5,0.08,0.95,0,12,500
"90",0,1,120,45,0.5,0.08,0.95,0,12,500
"91",0,9,10,60,0.5,0.08,0.95,0,12,500
"92",0,5,20,60,0.5,0.08,0.95,0,12,500
"93",0,4,30,60,0.5,0.08,0.95,0,12,500
"94",0,2,60,60,0.5,0.08,0.95,0,12,500
"95",0,1,90,60,0.5,0.08,0.95,0,12,500
"96",0,1,120,60,0.5,0.08,0.95,0,12,500
"97",0,8,10,15,0.5,0.2,0.95,0,12,500
"98",0,3,20,15,0.5,0.2,0.95,0,12,500
"99",0,2,30,15,0.5,0.2,0.95,0,12,500
"100",0,1,60,15,0.5,0.2,0.95,0,12,500
"101",0,1,90,15,0.5,0.2,0.95,0,12,500
"102",0,1,120,15,0.5,0.2,0.95,0,12,500
"103",0,10,10,30,0.5,0.2,0.95,0,12,500
"104",0,5,20,30,0.5,0.2,0.95,0,12,500
"105",0,4,30,30,0.5,0.2,0.95,0,12,500
"106",0,2,60,30,0.5,0.2,0.95,0,12,500
"107",0,1,90,30,0.5,0.2,0.95,0,12,500
"108",0,1,120,30,0.5,0.2,0.95,0,12,500
"109",0,10,10,45,0.5,0.2,0.95,0,12,500
"110",0,6,20,45,0.5,0.2,0.95,0,12,500
"111",0,4,30,45,0.5,0.2,0.95,0,12,500
"112",0,2,60,45,0.5,0.2,0.95,0,12,500
"113",0,1,90,45,0.5,0.2,0.95,0,12,500
"114",0,1,120,45,0.5,0.2,0.95,0,12,500
"115",0,10,10,60,0.5,0.2,0.95,0,12,500
"116",0,5,20,60,0.5,0.2,0.95,0,12,500
"117",0,4,30,60,0.5,0.2,0.95,0,12,500
"118",0,2,60,60,0.5,0.2,0.95,0,12,500
"119",0,1,90,60,0.5,0.2,0.95,0,12,500
"120",0,1,120,60,0.5,0.2,0.95,0,12,500
"121",0,11,10,15,0.5,0.5,0.95,0,12,500
"122",0,5,20,15,0.5,0.5,0.95,0,12,500
"123",0,4,30,15,0.5,0.5,0.95,0,12,500
"124",0,2,60,15,0.5,0.5,0.95,0,12,500
"125",0,1,90,15,0.5,0.5,0.95,0,12,500
"126",0,1,120,15,0.5,0.5,0.95,0,12,500
"127",0,10,10,30,0.5,0.5,0.95,0,12,500
"128",0,5,20,30,0.5,0.5,0.95,0,12,500
"129",0,4,30,30,0.5,0.5,0.95,0,12,500
"130",0,2,60,30,0.5,0.5,0.95,0,12,500
"131",0,1,90,30,0.5,0.5,0.95,0,12,500
"132",0,1,120,30,0.5,0.5,0.95,0,12,500
"133",0,10,10,45,0.5,0.5,0.95,0,12,500
"134",0,6,20,45,0.5,0.5,0.95,0,12,500
"135",0,4,30,45,0.5,0.5,0.95,0,12,500
"136",0,2,60,45,0.5,0.5,0.95,0,12,500
"137",0,1,90,45,0.5,0.5,0.95,0,12,500
"138",0,1,120,45,0.5,0.5,0.95,0,12,500
"139",0,10,10,60,0.5,0.5,0.95,0,12,500
"140",0,5,20,60,0.5,0.5,0.95,0,12,500
"141",0,4,30,60,0.5,0.5,0.95,0,12,500
"142",0,2,60,60,0.5,0.5,0.95,0,12,500
"143",0,1,90,60,0.5,0.5,0.95,0,12,500
"144",0,1,120,60,0.5,0.5,0.95,0,12,500
"145",7,3,10,15,0.5,0.08,0.9,0,12,500
"146",7,1,20,15,0.5,0.08,0.9,0,12,500
"147",8,1,30,15,0.5,0.08,0.9,0,12,500
"148",9,1,60,15,0.5,0.08,0.9,0,12,500
"149",9,1,90,15,0.5,0.08,0.9,0,12,500
"150",9,1,120,15,0.5,0.08,0.9,0,12,500
"151",7,4,10,30,0.5,0.08,0.9,0,12,500
"152",7,2,20,30,0.5,0.08,0.9,0,12,500
"153",8,1,30,30,0.5,0.08,0.9,0,12,500
"154",8,1,60,30,0.5,0.08,0.9,0,12,500
"155",9,1,90,30,0.5,0.08,0.9,0,12,500
"156",9,1,120,30,0.5,0.08,0.9,0,12,500
"157",7,4,10,45,0.5,0.08,0.9,0,12,500
"158",8,3,20,45,0.5,0.08,0.9,0,12,500
"159",8,2,30,45,0.5,0.08,0.9,0,12,500
"160",9,1,60,45,0.5,0.08,0.9,0,12,500
"161",9,1,90,45,0.5,0.08,0.9,0,12,500
"162",10,1,120,45,0.5,0.08,0.9,0,12,500
"163",7,5,10,60,0.5,0.08,0.9,0,12,500
"164",8,3,20,60,0.5,0.08,0.9,0,12,500
"165",9,2,30,60,0.5,0.08,0.9,0,12,500
"166",10,1,60,60,0.5,0.08,0.9,0,12,500
"167",10,1,90,60,0.5,0.08,0.9,0,12,500
"168",10,1,120,60,0.5,0.08,0.9,0,12,500
"169",7,5,10,15,0.5,0.2,0.9,0,12,500
"170",8,2,20,15,0.5,0.2,0.9,0,12,500
"171",8,2,30,15,0.5,0.2,0.9,0,12,500
"172",9,1,60,15,0.5,0.2,0.9,0,12,500
"173",9,1,90,15,0.5,0.2,0.9,0,12,500
"174",9,1,120,15,0.5,0.2,0.9,0,12,500
"175",8,5,10,30,0.5,0.2,0.9,0,12,500
"176",8,3,20,30,0.5,0.2,0.9,0,12,500
"177",9,2,30,30,0.5,0.2,0.9,0,12,500
"178",10,1,60,30,0.5,0.2,0.9,0,12,500
"179",10,1,90,30,0.5,0.2,0.9,0,12,500
"180",10,1,120,30,0.5,0.2,0.9,0,12,500
"181",7,5,10,45,0.5,0.2,0.9,0,12,500
"182",9,3,20,45,0.5,0.2,0.9,0,12,500
"183",9,2,30,45,0.5,0.2,0.9,0,12,500
"184",10,1,60,45,0.5,0.2,0.9,0,12,500
"185",10,1,90,45,0.5,0.2,0.9,0,12,500
"186",10,1,120,45,0.5,0.2,0.9,0,12,500
"187",8,5,10,60,0.5,0.2,0.9,0,12,500
"188",9,3,20,60,0.5,0.2,0.9,0,12,500
"189",9,2,30,60,0.5,0.2,0.9,0,12,500
"190",10,1,60,60,0.5,0.2,0.9,0,12,500
"191",10,1,90,60,0.5,0.2,0.9,0,12,500
"192",10,1,120,60,0.5,0.2,0.9,0,12,500
"193",8,6,10,15,0.5,0.5,0.9,0,12,500
"194",9,3,20,15,0.5,0.5,0.9,0,12,500
"195",9,2,30,15,0.5,0.5,0.9,0,12,500
"196",10,1,60,15,0.5,0.5,0.9,0,12,500
"197",10,1,90,15,0.5,0.5,0.9,0,12,500
"198",10,1,120,15,0.5,0.5,0.9,0,12,500
"199",8,5,10,30,0.5,0.5,0.9,0,12,500
"200",9,3,20,30,0.5,0.5,0.9,0,12,500
"201",9,2,30,30,0.5,0.5,0.9,0,12,500
"202",10,1,60,30,0.5,0.5,0.9,0,12,500
"203",10,1,90,30,0.5,0.5,0.9,0,12,500
"204",10,1,120,30,0.5,0.5,0.9,0,12,500
"205",7,5,10,45,0.5,0.5,0.9,0,12,500
"206",9,3,20,45,0.5,0.5,0.9,0,12,500
"207",9,2,30,45,0.5,0.5,0.9,0,12,500
"208",10,1,60,45,0.5,0.5,0.9,0,12,500
"209",10,1,90,45,0.5,0.5,0.9,0,12,500
"210",10,1,120,45,0.5,0.5,0.9,0,12,500
"211",8,5,10,60,0.5,0.5,0.9,0,12,500
"212",9,3,20,60,0.5,0.5,0.9,0,12,500
"213",9,2,30,60,0.5,0.5,0.9,0,12,500
"214",10,1,60,60,0.5,0.5,0.9,0,12,500
"215",10,1,90,60,0.5,0.5,0.9,0,12,500
"216",10,1,120,60,0.5,0.5,0.9,0,12,500
"217",5,2,10,15,0.5,0.08,0.85,0,12,500
"218",5,1,20,15,0.5,0.08,0.85,0,12,500
"219",6,1,30,15,0.5,0.08,0.85,0,12,500
"220",6,1,60,15,0.5,0.08,0.85,0,12,500
"221",6,1,90,15,0.5,0.08,0.85,0,12,500
"222",6,1,120,15,0.5,0.08,0.85,0,12,500
"223",5,3,10,30,0.5,0.08,0.85,0,12,500
"224",5,2,20,30,0.5,0.08,0.85,0,12,500
"225",6,1,30,30,0.5,0.08,0.85,0,12,500
"226",6,1,60,30,0.5,0.08,0.85,0,12,500
"227",6,1,90,30,0.5,0.08,0.85,0,12,500
"228",6,1,120,30,0.5,0.08,0.85,0,12,500
"229",5,3,10,45,0.5,0.08,0.85,0,12,500
"230",5,2,20,45,0.5,0.08,0.85,0,12,500
"231",6,2,30,45,0.5,0.08,0.85,0,12,500
"232",6,1,60,45,0.5,0.08,0.85,0,12,500
"233",6,1,90,45,0.5,0.08,0.85,0,12,500
"234",7,1,120,45,0.5,0.08,0.85,0,12,500
"235",5,4,10,60,0.5,0.08,0.85,0,12,500
"236",6,2,20,60,0.5,0.08,0.85,0,12,500
"237",6,2,30,60,0.5,0.08,0.85,0,12,500
"238",6,1,60,60,0.5,0.08,0.85,0,12,500
"239",6,1,90,60,0.5,0.08,0.85,0,12,500
"240",7,1,120,60,0.5,0.08,0.85,0,12,500
"241",5,3,10,15,0.5,0.2,0.85,0,12,500
"242",5,2,20,15,0.5,0.2,0.85,0,12,500
"243",6,1,30,15,0.5,0.2,0.85,0,12,500
"244",6,1,60,15,0.5,0.2,0.85,0,12,500
"245",6,1,90,15,0.5,0.2,0.85,0,12,500
"246",6,1,120,15,0.5,0.2,0.85,0,12,500
"247",5,4,10,30,0.5,0.2,0.85,0,12,500
"248",6,2,20,30,0.5,0.2,0.85,0,12,500
"249",6,2,30,30,0.5,0.2,0.85,0,12,500
"250",6,1,60,30,0.5,0.2,0.85,0,12,500
"251",6,1,90,30,0.5,0.2,0.85,0,12,500
"252",7,1,120,30,0.5,0.2,0.85,0,12,500
"253",5,3,10,45,0.5,0.2,0.85,0,12,500
"254",6,2,20,45,0.5,0.2,0.85,0,12,500
"255",6,2,30,45,0.5,0.2,0.85,0,12,500
"256",6,1,60,45,0.5,0.2,0.85,0,12,500
"257",7,1,90,45,0.5,0.2,0.85,0,12,500
"258",7,1,120,45,0.5,0.2,0.85,0,12,500
"259",5,4,10,60,0.5,0.2,0.85,0,12,500
"260",6,2,20,60,0.5,0.2,0.85,0,12,500
"261",6,2,30,60,0.5,0.2,0.85,0,12,500
"262",6,1,60,60,0.5,0.2,0.85,0,12,500
"263",6,1,90,60,0.5,0.2,0.85,0,12,500
"264",7,1,120,60,0.5,0.2,0.85,0,12,500
"265",5,4,10,15,0.5,0.5,0.85,0,12,500
"266",6,2,20,15,0.5,0.5,0.85,0,12,500
"267",6,2,30,15,0.5,0.5,0.85,0,12,500
"268",6,1,60,15,0.5,0.5,0.85,0,12,500
"269",6,1,90,15,0.5,0.5,0.85,0,12,500
"270",7,1,120,15,0.5,0.5,0.85,0,12,500
"271",5,4,10,30,0.5,0.5,0.85,0,12,500
"272",6,2,20,30,0.5,0.5,0.85,0,12,500
"273",6,2,30,30,0.5,0.5,0.85,0,12,500
"274",6,1,60,30,0.5,0.5,0.85,0,12,500
"275",6,1,90,30,0.5,0.5,0.85,0,12,500
"276",7,1,120,30,0.5,0.5,0.85,0,12,500
"277",5,3,10,45,0.5,0.5,0.85,0,12,500
"278",6,2,20,45,0.5,0.5,0.85,0,12,500
"279",6,2,30,45,0.5,0.5,0.85,0,12,500
"280",6,1,60,45,0.5,0.5,0.85,0,12,500
"281",7,1,90,45,0.5,0.5,0.85,0,12,500
"282",7,1,120,45,0.5,0.5,0.85,0,12,500
"283",5,4,10,60,0.5,0.5,0.85,0,12,500
"284",6,2,20,60,0.5,0.5,0.85,0,12,500
"285",6,2,30,60,0.5,0.5,0.85,0,12,500
"286",6,1,60,60,0.5,0.5,0.85,0,12,500
"287",6,1,90,60,0.5,0.5,0.85,0,12,500
"288",7,1,120,60,0.5,0.5,0.85,0,12,500
