"","y.first","z.first","pts","days","psi","p","phi","g","yrs","nsim"
"82",0,1,60,30,0.7,0.08,0.95,0,12,500
"83",0,1,90,30,0.7,0.08,0.95,0,12,500
"84",0,1,120,30,0.7,0.08,0.95,0,12,500
"85",10,6,10,45,0.7,0.08,0.95,0,12,500
"86",0,3,20,45,0.7,0.08,0.95,0,12,500
"87",0,2,30,45,0.7,0.08,0.95,0,12,500
"88",0,1,60,45,0.7,0.08,0.95,0,12,500
"89",0,1,90,45,0.7,0.08,0.95,0,12,500
"90",0,1,120,45,0.7,0.08,0.95,0,12,500
"91",0,7,10,60,0.7,0.08,0.95,0,12,500
"92",0,3,20,60,0.7,0.08,0.95,0,12,500
"93",0,3,30,60,0.7,0.08,0.95,0,12,500
"94",0,1,60,60,0.7,0.08,0.95,0,12,500
"95",0,1,90,60,0.7,0.08,0.95,0,12,500
"96",0,1,120,60,0.7,0.08,0.95,0,12,500
"97",10,5,10,15,0.7,0.2,0.95,0,12,500
"98",0,2,20,15,0.7,0.2,0.95,0,12,500
"99",0,2,30,15,0.7,0.2,0.95,0,12,500
"100",0,1,60,15,0.7,0.2,0.95,0,12,500
"101",0,1,90,15,0.7,0.2,0.95,0,12,500
"102",0,1,120,15,0.7,0.2,0.95,0,12,500
"103",0,7,10,30,0.7,0.2,0.95,0,12,500
"104",0,4,20,30,0.7,0.2,0.95,0,12,500
"105",0,3,30,30,0.7,0.2,0.95,0,12,500
"106",0,2,60,30,0.7,0.2,0.95,0,12,500
"107",0,1,90,30,0.7,0.2,0.95,0,12,500
"108",0,1,120,30,0.7,0.2,0.95,0,12,500
"109",0,7,10,45,0.7,0.2,0.95,0,12,500
"110",0,4,20,45,0.7,0.2,0.95,0,12,500
"111",0,3,30,45,0.7,0.2,0.95,0,12,500
"112",0,2,60,45,0.7,0.2,0.95,0,12,500
"113",0,1,90,45,0.7,0.2,0.95,0,12,500
"114",0,1,120,45,0.7,0.2,0.95,0,12,500
"115",0,7,10,60,0.7,0.2,0.95,0,12,500
"116",0,4,20,60,0.7,0.2,0.95,0,12,500
"117",0,3,30,60,0.7,0.2,0.95,0,12,500
"118",0,1,60,60,0.7,0.2,0.95,0,12,500
"119",0,1,90,60,0.7,0.2,0.95,0,12,500
"120",0,1,120,60,0.7,0.2,0.95,0,12,500
"121",0,7,10,15,0.7,0.5,0.95,0,12,500
"122",0,4,20,15,0.7,0.5,0.95,0,12,500
"123",0,3,30,15,0.7,0.5,0.95,0,12,500
"124",0,2,60,15,0.7,0.5,0.95,0,12,500
"125",0,1,90,15,0.7,0.5,0.95,0,12,500
"126",0,1,120,15,0.7,0.5,0.95,0,12,500
"127",0,7,10,30,0.7,0.5,0.95,0,12,500
"128",0,4,20,30,0.7,0.5,0.95,0,12,500
"129",0,3,30,30,0.7,0.5,0.95,0,12,500
"130",0,2,60,30,0.7,0.5,0.95,0,12,500
"131",0,1,90,30,0.7,0.5,0.95,0,12,500
"132",0,1,120,30,0.7,0.5,0.95,0,12,500
"133",0,7,10,45,0.7,0.5,0.95,0,12,500
"134",0,4,20,45,0.7,0.5,0.95,0,12,500
"135",0,3,30,45,0.7,0.5,0.95,0,12,500
"136",0,2,60,45,0.7,0.5,0.95,0,12,500
"137",0,1,90,45,0.7,0.5,0.95,0,12,500
"138",0,1,120,45,0.7,0.5,0.95,0,12,500
"139",0,7,10,60,0.7,0.5,0.95,0,12,500
"140",0,4,20,60,0.7,0.5,0.95,0,12,500
"141",0,3,30,60,0.7,0.5,0.95,0,12,500
"142",0,1,60,60,0.7,0.5,0.95,0,12,500
"143",0,1,90,60,0.7,0.5,0.95,0,12,500
"144",0,1,120,60,0.7,0.5,0.95,0,12,500
"145",5,2,10,15,0.7,0.08,0.9,0,12,500
"146",5,1,20,15,0.7,0.08,0.9,0,12,500
"147",6,1,30,15,0.7,0.08,0.9,0,12,500
"148",6,1,60,15,0.7,0.08,0.9,0,12,500
"149",7,1,90,15,0.7,0.08,0.9,0,12,500
"150",7,1,120,15,0.7,0.08,0.9,0,12,500
"151",5,2,10,30,0.7,0.08,0.9,0,12,500
"152",6,1,20,30,0.7,0.08,0.9,0,12,500
"153",6,1,30,30,0.7,0.08,0.9,0,12,500
"154",7,1,60,30,0.7,0.08,0.9,0,12,500
"155",7,1,90,30,0.7,0.08,0.9,0,12,500
"156",7,1,120,30,0.7,0.08,0.9,0,12,500
"157",6,3,10,45,0.7,0.08,0.9,0,12,500
"158",7,2,20,45,0.7,0.08,0.9,0,12,500
"159",7,1,30,45,0.7,0.08,0.9,0,12,500
"160",7,1,60,45,0.7,0.08,0.9,0,12,500
"161",8,1,90,45,0.7,0.08,0.9,0,12,500
"162",8,1,120,45,0.7,0.08,0.9,0,12,500
"163",7,3,10,60,0.7,0.08,0.9,0,12,500
"164",7,2,20,60,0.7,0.08,0.9,0,12,500
"165",8,2,30,60,0.7,0.08,0.9,0,12,500
"166",8,1,60,60,0.7,0.08,0.9,0,12,500
"167",8,1,90,60,0.7,0.08,0.9,0,12,500
"168",8,1,120,60,0.7,0.08,0.9,0,12,500
"169",6,3,10,15,0.7,0.2,0.9,0,12,500
"170",6,2,20,15,0.7,0.2,0.9,0,12,500
"171",7,1,30,15,0.7,0.2,0.9,0,12,500
"172",7,1,60,15,0.7,0.2,0.9,0,12,500
"173",7,1,90,15,0.7,0.2,0.9,0,12,500
"174",7,1,120,15,0.7,0.2,0.9,0,12,500
"175",7,4,10,30,0.7,0.2,0.9,0,12,500
"176",7,2,20,30,0.7,0.2,0.9,0,12,500
"177",7,2,30,30,0.7,0.2,0.9,0,12,500
"178",8,1,60,30,0.7,0.2,0.9,0,12,500
"179",8,1,90,30,0.7,0.2,0.9,0,12,500
"180",8,1,120,30,0.7,0.2,0.9,0,12,500
"181",7,4,10,45,0.7,0.2,0.9,0,12,500
"182",7,2,20,45,0.7,0.2,0.9,0,12,500
"183",8,2,30,45,0.7,0.2,0.9,0,12,500
"184",8,1,60,45,0.7,0.2,0.9,0,12,500
"185",8,1,90,45,0.7,0.2,0.9,0,12,500
"186",8,1,120,45,0.7,0.2,0.9,0,12,500
"187",7,4,10,60,0.7,0.2,0.9,0,12,500
"188",7,2,20,60,0.7,0.2,0.9,0,12,500
"189",8,2,30,60,0.7,0.2,0.9,0,12,500
"190",8,1,60,60,0.7,0.2,0.9,0,12,500
"191",8,1,90,60,0.7,0.2,0.9,0,12,500
"192",8,1,120,60,0.7,0.2,0.9,0,12,500
"193",7,4,10,15,0.7,0.5,0.9,0,12,500
"194",7,2,20,15,0.7,0.5,0.9,0,12,500
"195",8,2,30,15,0.7,0.5,0.9,0,12,500
"196",8,1,60,15,0.7,0.5,0.9,0,12,500
"197",8,1,90,15,0.7,0.5,0.9,0,12,500
"198",8,1,120,15,0.7,0.5,0.9,0,12,500
"199",7,4,10,30,0.7,0.5,0.9,0,12,500
"200",7,2,20,30,0.7,0.5,0.9,0,12,500
"201",7,2,30,30,0.7,0.5,0.9,0,12,500
"202",8,1,60,30,0.7,0.5,0.9,0,12,500
"203",8,1,90,30,0.7,0.5,0.9,0,12,500
"204",8,1,120,30,0.7,0.5,0.9,0,12,500
"205",7,4,10,45,0.7,0.5,0.9,0,12,500
"206",7,2,20,45,0.7,0.5,0.9,0,12,500
"207",8,2,30,45,0.7,0.5,0.9,0,12,500
"208",8,1,60,45,0.7,0.5,0.9,0,12,500
"209",8,1,90,45,0.7,0.5,0.9,0,12,500
"210",8,1,120,45,0.7,0.5,0.9,0,12,500
"211",7,4,10,60,0.7,0.5,0.9,0,12,500
"212",7,2,20,60,0.7,0.5,0.9,0,12,500
"213",8,2,30,60,0.7,0.5,0.9,0,12,500
"214",8,1,60,60,0.7,0.5,0.9,0,12,500
"215",8,1,90,60,0.7,0.5,0.9,0,12,500
"216",8,1,120,60,0.7,0.5,0.9,0,12,500
"217",4,2,10,15,0.7,0.08,0.85,0,12,500
"218",4,1,20,15,0.7,0.08,0.85,0,12,500
"219",4,1,30,15,0.7,0.08,0.85,0,12,500
"220",5,1,60,15,0.7,0.08,0.85,0,12,500
"221",5,1,90,15,0.7,0.08,0.85,0,12,500
"222",5,1,120,15,0.7,0.08,0.85,0,12,500
"223",4,2,10,30,0.7,0.08,0.85,0,12,500
"224",4,1,20,30,0.7,0.08,0.85,0,12,500
"225",4,1,30,30,0.7,0.08,0.85,0,12,500
"226",5,1,60,30,0.7,0.08,0.85,0,12,500
"227",5,1,90,30,0.7,0.08,0.85,0,12,500
"228",5,1,120,30,0.7,0.08,0.85,0,12,500
"229",4,2,10,45,0.7,0.08,0.85,0,12,500
"230",5,1,20,45,0.7,0.08,0.85,0,12,500
"231",5,1,30,45,0.7,0.08,0.85,0,12,500
"232",5,1,60,45,0.7,0.08,0.85,0,12,500
"233",5,1,90,45,0.7,0.08,0.85,0,12,500
"234",5,1,120,45,0.7,0.08,0.85,0,12,500
"235",5,2,10,60,0.7,0.08,0.85,0,12,500
"236",5,2,20,60,0.7,0.08,0.85,0,12,500
"237",5,1,30,60,0.7,0.08,0.85,0,12,500
"238",5,1,60,60,0.7,0.08,0.85,0,12,500
"239",5,1,90,60,0.7,0.08,0.85,0,12,500
"240",5,1,120,60,0.7,0.08,0.85,0,12,500
"241",4,2,10,15,0.7,0.2,0.85,0,12,500
"242",5,1,20,15,0.7,0.2,0.85,0,12,500
"243",5,1,30,15,0.7,0.2,0.85,0,12,500
"244",5,1,60,15,0.7,0.2,0.85,0,12,500
"245",5,1,90,15,0.7,0.2,0.85,0,12,500
"246",5,1,120,15,0.7,0.2,0.85,0,12,500
"247",5,3,10,30,0.7,0.2,0.85,0,12,500
"248",5,2,20,30,0.7,0.2,0.85,0,12,500
"249",5,1,30,30,0.7,0.2,0.85,0,12,500
"250",5,1,60,30,0.7,0.2,0.85,0,12,500
"251",5,1,90,30,0.7,0.2,0.85,0,12,500
"252",0,1,120,30,0.7,0.2,0.85,0,12,500
"253",5,3,10,45,0.7,0.2,0.85,0,12,500
"254",5,1,20,45,0.7,0.2,0.85,0,12,500
"255",5,1,30,45,0.7,0.2,0.85,0,12,500
"256",5,1,60,45,0.7,0.2,0.85,0,12,500
"257",5,1,90,45,0.7,0.2,0.85,0,12,500
"258",6,1,120,45,0.7,0.2,0.85,0,12,500
"259",5,3,10,60,0.7,0.2,0.85,0,12,500
"260",5,2,20,60,0.7,0.2,0.85,0,12,500
"261",5,1,30,60,0.7,0.2,0.85,0,12,500
"262",5,1,60,60,0.7,0.2,0.85,0,12,500
"263",5,1,90,60,0.7,0.2,0.85,0,12,500
"264",0,1,120,60,0.7,0.2,0.85,0,12,500
"265",4,3,10,15,0.7,0.5,0.85,0,12,500
"266",5,1,20,15,0.7,0.5,0.85,0,12,500
"267",5,1,30,15,0.7,0.5,0.85,0,12,500
"268",5,1,60,15,0.7,0.5,0.85,0,12,500
"269",5,1,90,15,0.7,0.5,0.85,0,12,500
"270",6,1,120,15,0.7,0.5,0.85,0,12,500
"271",5,3,10,30,0.7,0.5,0.85,0,12,500
"272",5,2,20,30,0.7,0.5,0.85,0,12,500
"273",5,1,30,30,0.7,0.5,0.85,0,12,500
"274",5,1,60,30,0.7,0.5,0.85,0,12,500
"275",5,1,90,30,0.7,0.5,0.85,0,12,500
"276",0,1,120,30,0.7,0.5,0.85,0,12,500
"277",5,3,10,45,0.7,0.5,0.85,0,12,500
"278",5,1,20,45,0.7,0.5,0.85,0,12,500
"279",5,1,30,45,0.7,0.5,0.85,0,12,500
"280",5,1,60,45,0.7,0.5,0.85,0,12,500
"281",5,1,90,45,0.7,0.5,0.85,0,12,500
"282",6,1,120,45,0.7,0.5,0.85,0,12,500
"283",5,3,10,60,0.7,0.5,0.85,0,12,500
"284",5,2,20,60,0.7,0.5,0.85,0,12,500
"285",5,1,30,60,0.7,0.5,0.85,0,12,500
"286",5,1,60,60,0.7,0.5,0.85,0,12,500
"287",5,1,90,60,0.7,0.5,0.85,0,12,500
"288",0,1,120,60,0.7,0.5,0.85,0,12,500
