"","y.first","z.first","pts","days","psi","p","phi","g","yrs","nsim"
"536",8,1,80,30,0.3,0.5,0.85,0,12,500
"537",8,2,40,45,0.3,0.5,0.85,0,12,500
"538",8,2,50,45,0.3,0.5,0.85,0,12,500
"539",8,1,70,45,0.3,0.5,0.85,0,12,500
"540",8,1,80,45,0.3,0.5,0.85,0,12,500
"541",8,2,40,60,0.3,0.5,0.85,0,12,500
"542",8,1,50,60,0.3,0.5,0.85,0,12,500
"543",8,1,70,60,0.3,0.5,0.85,0,12,500
"544",8,1,80,60,0.3,0.5,0.85,0,12,500
"545",6,1,40,15,0.5,0.5,0.85,0,12,500
"546",6,1,50,15,0.5,0.5,0.85,0,12,500
"547",6,1,70,15,0.5,0.5,0.85,0,12,500
"548",7,1,80,15,0.5,0.5,0.85,0,12,500
"549",6,1,40,30,0.5,0.5,0.85,0,12,500
"550",6,1,50,30,0.5,0.5,0.85,0,12,500
"551",6,1,70,30,0.5,0.5,0.85,0,12,500
"552",7,1,80,30,0.5,0.5,0.85,0,12,500
"553",6,1,40,45,0.5,0.5,0.85,0,12,500
"554",6,1,50,45,0.5,0.5,0.85,0,12,500
"555",6,1,70,45,0.5,0.5,0.85,0,12,500
"556",7,1,80,45,0.5,0.5,0.85,0,12,500
"557",6,1,40,60,0.5,0.5,0.85,0,12,500
"558",6,1,50,60,0.5,0.5,0.85,0,12,500
"559",6,1,70,60,0.5,0.5,0.85,0,12,500
"560",7,1,80,60,0.5,0.5,0.85,0,12,500
"561",5,1,40,15,0.7,0.5,0.85,0,12,500
"562",5,1,50,15,0.7,0.5,0.85,0,12,500
"563",5,1,70,15,0.7,0.5,0.85,0,12,500
"564",5,1,80,15,0.7,0.5,0.85,0,12,500
"565",5,1,40,30,0.7,0.5,0.85,0,12,500
"566",5,1,50,30,0.7,0.5,0.85,0,12,500
"567",5,1,70,30,0.7,0.5,0.85,0,12,500
"568",5,1,80,30,0.7,0.5,0.85,0,12,500
"569",5,1,40,45,0.7,0.5,0.85,0,12,500
"570",5,1,50,45,0.7,0.5,0.85,0,12,500
"571",5,1,70,45,0.7,0.5,0.85,0,12,500
"572",5,1,80,45,0.7,0.5,0.85,0,12,500
"573",5,1,40,60,0.7,0.5,0.85,0,12,500
"574",5,1,50,60,0.7,0.5,0.85,0,12,500
"575",5,1,70,60,0.7,0.5,0.85,0,12,500
"576",5,1,80,60,0.7,0.5,0.85,0,12,500
