"","value","L1"
"1248",1,"z.first"
"1249",1,"z.first"
"1250",1,"z.first"
"1251",3,"z.first"
"1252",1,"z.first"
"1253",1,"z.first"
"1254",1,"z.first"
"1255",1,"z.first"
"1256",1,"z.first"
"1257",1,"z.first"
"1258",1,"z.first"
"1259",1,"z.first"
"1260",1,"z.first"
"1261",4,"z.first"
"1262",2,"z.first"
"1263",2,"z.first"
"1264",1,"z.first"
"1265",1,"z.first"
"1266",1,"z.first"
"1267",1,"z.first"
"1268",1,"z.first"
"1269",1,"z.first"
"1270",1,"z.first"
"1271",5,"z.first"
"1272",3,"z.first"
"1273",2,"z.first"
"1274",1,"z.first"
"1275",1,"z.first"
"1276",1,"z.first"
"1277",1,"z.first"
"1278",1,"z.first"
"1279",1,"z.first"
"1280",1,"z.first"
"1281",0,"z.first"
"1282",0,"z.first"
"1283",0,"z.first"
"1284",10,"z.first"
"1285",7,"z.first"
"1286",6,"z.first"
"1287",5,"z.first"
"1288",4,"z.first"
"1289",4,"z.first"
"1290",3,"z.first"
"1291",0,"z.first"
"1292",0,"z.first"
"1293",0,"z.first"
"1294",0,"z.first"
"1295",11,"z.first"
"1296",9,"z.first"
"1297",7,"z.first"
"1298",6,"z.first"
"1299",6,"z.first"
"1300",5,"z.first"
"1301",0,"z.first"
"1302",0,"z.first"
"1303",0,"z.first"
"1304",0,"z.first"
"1305",11,"z.first"
"1306",10,"z.first"
"1307",7,"z.first"
"1308",7,"z.first"
"1309",6,"z.first"
"1310",4,"z.first"
"1311",0,"z.first"
"1312",0,"z.first"
"1313",0,"z.first"
"1314",0,"z.first"
"1315",11,"z.first"
"1316",10,"z.first"
"1317",8,"z.first"
"1318",7,"z.first"
"1319",6,"z.first"
"1320",4,"z.first"
"1321",3,"z.first"
"1322",2,"z.first"
"1323",1,"z.first"
"1324",1,"z.first"
"1325",1,"z.first"
"1326",1,"z.first"
"1327",1,"z.first"
"1328",1,"z.first"
"1329",1,"z.first"
"1330",1,"z.first"
"1331",6,"z.first"
"1332",3,"z.first"
"1333",2,"z.first"
"1334",2,"z.first"
"1335",1,"z.first"
"1336",1,"z.first"
"1337",1,"z.first"
"1338",1,"z.first"
"1339",1,"z.first"
"1340",1,"z.first"
"1341",6,"z.first"
"1342",3,"z.first"
"1343",2,"z.first"
"1344",2,"z.first"
"1345",1,"z.first"
"1346",1,"z.first"
"1347",1,"z.first"
"1348",1,"z.first"
"1349",1,"z.first"
"1350",1,"z.first"
"1351",5,"z.first"
"1352",3,"z.first"
"1353",2,"z.first"
"1354",2,"z.first"
"1355",1,"z.first"
"1356",1,"z.first"
"1357",1,"z.first"
"1358",1,"z.first"
"1359",1,"z.first"
"1360",1,"z.first"
"1361",0,"z.first"
"1362",0,"z.first"
"1363",0,"z.first"
"1364",0,"z.first"
"1365",0,"z.first"
"1366",9,"z.first"
"1367",8,"z.first"
"1368",7,"z.first"
"1369",6,"z.first"
"1370",5,"z.first"
"1371",0,"z.first"
"1372",0,"z.first"
"1373",0,"z.first"
"1374",0,"z.first"
"1375",11,"z.first"
"1376",9,"z.first"
"1377",7,"z.first"
"1378",6,"z.first"
"1379",6,"z.first"
"1380",5,"z.first"
"1381",0,"z.first"
"1382",0,"z.first"
"1383",0,"z.first"
"1384",0,"z.first"
"1385",11,"z.first"
"1386",10,"z.first"
"1387",7,"z.first"
"1388",7,"z.first"
"1389",6,"z.first"
"1390",4,"z.first"
"1391",0,"z.first"
"1392",0,"z.first"
"1393",0,"z.first"
"1394",0,"z.first"
"1395",11,"z.first"
"1396",10,"z.first"
"1397",8,"z.first"
"1398",7,"z.first"
"1399",6,"z.first"
"1400",4,"z.first"
"1401",6,"z.first"
"1402",3,"z.first"
"1403",2,"z.first"
"1404",2,"z.first"
"1405",2,"z.first"
"1406",1,"z.first"
"1407",1,"z.first"
"1408",1,"z.first"
"1409",1,"z.first"
"1410",1,"z.first"
"1411",6,"z.first"
"1412",3,"z.first"
"1413",2,"z.first"
"1414",2,"z.first"
"1415",2,"z.first"
"1416",1,"z.first"
"1417",1,"z.first"
"1418",1,"z.first"
"1419",1,"z.first"
"1420",1,"z.first"
"1421",6,"z.first"
"1422",3,"z.first"
"1423",2,"z.first"
"1424",2,"z.first"
"1425",1,"z.first"
"1426",1,"z.first"
"1427",1,"z.first"
"1428",1,"z.first"
"1429",1,"z.first"
"1430",1,"z.first"
"1431",5,"z.first"
"1432",3,"z.first"
"1433",2,"z.first"
"1434",2,"z.first"
"1435",1,"z.first"
"1436",1,"z.first"
"1437",1,"z.first"
"1438",1,"z.first"
"1439",1,"z.first"
"1440",1,"z.first"
"1441",0,"z.first"
"1442",0,"z.first"
"1443",8,"z.first"
"1444",3,"z.first"
"1445",3,"z.first"
"1446",2,"z.first"
"1447",2,"z.first"
"1448",2,"z.first"
"1449",1,"z.first"
"1450",1,"z.first"
"1451",0,"z.first"
"1452",0,"z.first"
"1453",7,"z.first"
"1454",5,"z.first"
"1455",4,"z.first"
"1456",3,"z.first"
"1457",3,"z.first"
"1458",2,"z.first"
"1459",2,"z.first"
"1460",2,"z.first"
"1461",0,"z.first"
"1462",0,"z.first"
"1463",0,"z.first"
"1464",7,"z.first"
"1465",5,"z.first"
"1466",4,"z.first"
"1467",3,"z.first"
"1468",3,"z.first"
"1469",3,"z.first"
"1470",2,"z.first"
"1471",0,"z.first"
"1472",0,"z.first"
"1473",11,"z.first"
"1474",7,"z.first"
"1475",6,"z.first"
"1476",5,"z.first"
"1477",4,"z.first"
"1478",4,"z.first"
"1479",3,"z.first"
"1480",2,"z.first"
"1481",1,"z.first"
"1482",1,"z.first"
"1483",1,"z.first"
"1484",1,"z.first"
"1485",1,"z.first"
"1486",1,"z.first"
"1487",1,"z.first"
"1488",1,"z.first"
"1489",1,"z.first"
"1490",1,"z.first"
"1491",2,"z.first"
"1492",1,"z.first"
"1493",1,"z.first"
"1494",1,"z.first"
"1495",1,"z.first"
"1496",1,"z.first"
"1497",1,"z.first"
"1498",1,"z.first"
"1499",1,"z.first"
"1500",1,"z.first"
"1501",3,"z.first"
"1502",2,"z.first"
"1503",1,"z.first"
"1504",1,"z.first"
"1505",1,"z.first"
"1506",1,"z.first"
"1507",1,"z.first"
"1508",1,"z.first"
"1509",1,"z.first"
"1510",1,"z.first"
"1511",3,"z.first"
"1512",2,"z.first"
"1513",1,"z.first"
"1514",1,"z.first"
"1515",1,"z.first"
"1516",1,"z.first"
"1517",1,"z.first"
"1518",1,"z.first"
"1519",1,"z.first"
"1520",1,"z.first"
"1521",0,"z.first"
"1522",0,"z.first"
"1523",9,"z.first"
"1524",6,"z.first"
"1525",4,"z.first"
"1526",4,"z.first"
"1527",3,"z.first"
"1528",3,"z.first"
"1529",3,"z.first"
"1530",2,"z.first"
"1531",0,"z.first"
"1532",0,"z.first"
"1533",0,"z.first"
"1534",8,"z.first"
"1535",6,"z.first"
"1536",5,"z.first"
"1537",4,"z.first"
"1538",4,"z.first"
"1539",3,"z.first"
"1540",2,"z.first"
"1541",0,"z.first"
"1542",0,"z.first"
"1543",0,"z.first"
"1544",8,"z.first"
"1545",6,"z.first"
"1546",5,"z.first"
"1547",4,"z.first"
"1548",4,"z.first"
"1549",3,"z.first"
"1550",2,"z.first"
"1551",0,"z.first"
"1552",0,"z.first"
"1553",0,"z.first"
"1554",8,"z.first"
"1555",6,"z.first"
"1556",5,"z.first"
"1557",4,"z.first"
"1558",4,"z.first"
"1559",3,"z.first"
"1560",2,"z.first"
"1561",2,"z.first"
"1562",1,"z.first"
"1563",1,"z.first"
"1564",1,"z.first"
"1565",1,"z.first"
"1566",1,"z.first"
"1567",1,"z.first"
"1568",1,"z.first"
"1569",1,"z.first"
"1570",1,"z.first"
"1571",3,"z.first"
"1572",2,"z.first"
"1573",1,"z.first"
"1574",1,"z.first"
"1575",1,"z.first"
"1576",1,"z.first"
"1577",1,"z.first"
"1578",1,"z.first"
"1579",1,"z.first"
"1580",1,"z.first"
"1581",3,"z.first"
"1582",2,"z.first"
"1583",1,"z.first"
"1584",1,"z.first"
"1585",1,"z.first"
"1586",1,"z.first"
"1587",1,"z.first"
"1588",1,"z.first"
"1589",1,"z.first"
"1590",1,"z.first"
"1591",3,"z.first"
"1592",2,"z.first"
"1593",1,"z.first"
"1594",1,"z.first"
"1595",1,"z.first"
"1596",1,"z.first"
"1597",1,"z.first"
"1598",1,"z.first"
"1599",1,"z.first"
"1600",1,"z.first"
"1601",0,"z.first"
"1602",0,"z.first"
"1603",11,"z.first"
"1604",8,"z.first"
"1605",6,"z.first"
"1606",5,"z.first"
"1607",4,"z.first"
"1608",3,"z.first"
"1609",4,"z.first"
"1610",2,"z.first"
"1611",0,"z.first"
"1612",0,"z.first"
"1613",0,"z.first"
"1614",8,"z.first"
"1615",6,"z.first"
"1616",5,"z.first"
"1617",4,"z.first"
"1618",4,"z.first"
"1619",3,"z.first"
"1620",2,"z.first"
"1621",0,"z.first"
"1622",0,"z.first"
"1623",0,"z.first"
"1624",8,"z.first"
"1625",6,"z.first"
"1626",5,"z.first"
"1627",4,"z.first"
"1628",4,"z.first"
"1629",3,"z.first"
"1630",2,"z.first"
"1631",0,"z.first"
"1632",0,"z.first"
"1633",0,"z.first"
"1634",8,"z.first"
"1635",6,"z.first"
"1636",5,"z.first"
"1637",4,"z.first"
"1638",4,"z.first"
"1639",3,"z.first"
"1640",2,"z.first"
"1641",3,"z.first"
"1642",2,"z.first"
"1643",1,"z.first"
"1644",1,"z.first"
"1645",1,"z.first"
"1646",1,"z.first"
"1647",1,"z.first"
"1648",1,"z.first"
"1649",1,"z.first"
"1650",1,"z.first"
"1651",3,"z.first"
"1652",2,"z.first"
"1653",1,"z.first"
"1654",1,"z.first"
"1655",1,"z.first"
"1656",1,"z.first"
"1657",1,"z.first"
"1658",1,"z.first"
"1659",1,"z.first"
"1660",1,"z.first"
"1661",3,"z.first"
"1662",2,"z.first"
"1663",1,"z.first"
"1664",1,"z.first"
"1665",1,"z.first"
"1666",1,"z.first"
"1667",1,"z.first"
"1668",1,"z.first"
"1669",1,"z.first"
"1670",1,"z.first"
"1671",3,"z.first"
"1672",2,"z.first"
"1673",1,"z.first"
"1674",1,"z.first"
"1675",1,"z.first"
"1676",1,"z.first"
"1677",1,"z.first"
"1678",1,"z.first"
"1679",1,"z.first"
"1680",1,"z.first"
"1681",0,"z.first"
"1682",0,"z.first"
"1683",6,"z.first"
"1684",3,"z.first"
"1685",2,"z.first"
"1686",2,"z.first"
"1687",2,"z.first"
"1688",1,"z.first"
"1689",1,"z.first"
"1690",1,"z.first"
"1691",0,"z.first"
"1692",0,"z.first"
"1693",5,"z.first"
"1694",4,"z.first"
"1695",3,"z.first"
"1696",3,"z.first"
"1697",2,"z.first"
"1698",2,"z.first"
"1699",2,"z.first"
"1700",1,"z.first"
"1701",0,"z.first"
"1702",0,"z.first"
"1703",8,"z.first"
"1704",5,"z.first"
"1705",4,"z.first"
"1706",3,"z.first"
"1707",2,"z.first"
"1708",2,"z.first"
"1709",2,"z.first"
"1710",2,"z.first"
"1711",0,"z.first"
"1712",0,"z.first"
"1713",8,"z.first"
"1714",5,"z.first"
"1715",4,"z.first"
"1716",3,"z.first"
"1717",3,"z.first"
"1718",3,"z.first"
"1719",2,"z.first"
"1720",2,"z.first"
"1721",1,"z.first"
"1722",1,"z.first"
"1723",1,"z.first"
"1724",1,"z.first"
"1725",1,"z.first"
"1726",1,"z.first"
"1727",1,"z.first"
"1728",1,"z.first"
"1729",1,"z.first"
"1730",1,"z.first"
"1731",2,"z.first"
"1732",1,"z.first"
"1733",1,"z.first"
"1734",1,"z.first"
"1735",1,"z.first"
"1736",1,"z.first"
"1737",1,"z.first"
"1738",1,"z.first"
"1739",1,"z.first"
"1740",1,"z.first"
"1741",2,"z.first"
"1742",1,"z.first"
"1743",1,"z.first"
"1744",1,"z.first"
"1745",1,"z.first"
"1746",1,"z.first"
"1747",1,"z.first"
"1748",1,"z.first"
"1749",1,"z.first"
"1750",1,"z.first"
"1751",2,"z.first"
"1752",1,"z.first"
"1753",1,"z.first"
"1754",1,"z.first"
"1755",1,"z.first"
"1756",1,"z.first"
"1757",1,"z.first"
"1758",1,"z.first"
"1759",1,"z.first"
"1760",1,"z.first"
"1761",0,"z.first"
"1762",0,"z.first"
"1763",6,"z.first"
"1764",5,"z.first"
"1765",3,"z.first"
"1766",3,"z.first"
"1767",2,"z.first"
"1768",2,"z.first"
"1769",2,"z.first"
"1770",2,"z.first"
"1771",0,"z.first"
"1772",0,"z.first"
"1773",9,"z.first"
"1774",6,"z.first"
"1775",4,"z.first"
"1776",3,"z.first"
"1777",3,"z.first"
"1778",2,"z.first"
"1779",2,"z.first"
"1780",2,"z.first"
"1781",0,"z.first"
"1782",0,"z.first"
"1783",9,"z.first"
"1784",5,"z.first"
"1785",4,"z.first"
"1786",3,"z.first"
"1787",3,"z.first"
"1788",3,"z.first"
"1789",2,"z.first"
"1790",2,"z.first"
"1791",0,"z.first"
"1792",0,"z.first"
"1793",9,"z.first"
"1794",5,"z.first"
"1795",4,"z.first"
"1796",3,"z.first"
"1797",3,"z.first"
"1798",3,"z.first"
"1799",2,"z.first"
"1800",2,"z.first"
"1801",2,"z.first"
"1802",1,"z.first"
"1803",1,"z.first"
"1804",1,"z.first"
"1805",1,"z.first"
"1806",1,"z.first"
"1807",1,"z.first"
"1808",1,"z.first"
"1809",1,"z.first"
"1810",1,"z.first"
"1811",2,"z.first"
"1812",1,"z.first"
"1813",1,"z.first"
"1814",1,"z.first"
"1815",1,"z.first"
"1816",1,"z.first"
"1817",1,"z.first"
"1818",1,"z.first"
"1819",1,"z.first"
"1820",1,"z.first"
"1821",2,"z.first"
"1822",1,"z.first"
"1823",1,"z.first"
"1824",1,"z.first"
"1825",1,"z.first"
"1826",1,"z.first"
"1827",1,"z.first"
"1828",1,"z.first"
"1829",1,"z.first"
"1830",1,"z.first"
"1831",2,"z.first"
"1832",1,"z.first"
"1833",1,"z.first"
"1834",1,"z.first"
"1835",1,"z.first"
"1836",1,"z.first"
"1837",1,"z.first"
"1838",1,"z.first"
"1839",1,"z.first"
"1840",1,"z.first"
"1841",0,"z.first"
"1842",0,"z.first"
"1843",7,"z.first"
"1844",6,"z.first"
"1845",4,"z.first"
"1846",3,"z.first"
"1847",3,"z.first"
"1848",2,"z.first"
"1849",2,"z.first"
"1850",2,"z.first"
"1851",0,"z.first"
"1852",0,"z.first"
"1853",9,"z.first"
"1854",6,"z.first"
"1855",4,"z.first"
"1856",3,"z.first"
"1857",3,"z.first"
"1858",2,"z.first"
"1859",2,"z.first"
"1860",2,"z.first"
"1861",0,"z.first"
"1862",0,"z.first"
"1863",9,"z.first"
"1864",5,"z.first"
"1865",4,"z.first"
"1866",3,"z.first"
"1867",3,"z.first"
"1868",3,"z.first"
"1869",2,"z.first"
"1870",2,"z.first"
"1871",0,"z.first"
"1872",0,"z.first"
"1873",9,"z.first"
"1874",5,"z.first"
"1875",4,"z.first"
"1876",3,"z.first"
"1877",3,"z.first"
"1878",3,"z.first"
"1879",2,"z.first"
"1880",2,"z.first"
"1881",2,"z.first"
"1882",1,"z.first"
"1883",1,"z.first"
"1884",1,"z.first"
"1885",1,"z.first"
"1886",1,"z.first"
"1887",1,"z.first"
"1888",1,"z.first"
"1889",1,"z.first"
"1890",1,"z.first"
"1891",2,"z.first"
"1892",1,"z.first"
"1893",1,"z.first"
"1894",1,"z.first"
"1895",1,"z.first"
"1896",1,"z.first"
"1897",1,"z.first"
"1898",1,"z.first"
"1899",1,"z.first"
"1900",1,"z.first"
"1901",2,"z.first"
"1902",1,"z.first"
"1903",1,"z.first"
"1904",1,"z.first"
"1905",1,"z.first"
"1906",1,"z.first"
"1907",1,"z.first"
"1908",1,"z.first"
"1909",1,"z.first"
"1910",1,"z.first"
"1911",2,"z.first"
"1912",1,"z.first"
"1913",1,"z.first"
"1914",1,"z.first"
"1915",1,"z.first"
"1916",1,"z.first"
"1917",1,"z.first"
"1918",1,"z.first"
"1919",1,"z.first"
"1920",1,"z.first"
"1921",10,"pts"
"1922",20,"pts"
"1923",30,"pts"
"1924",40,"pts"
"1925",50,"pts"
"1926",60,"pts"
"1927",70,"pts"
"1928",80,"pts"
"1929",90,"pts"
"1930",120,"pts"
"1931",10,"pts"
"1932",20,"pts"
"1933",30,"pts"
"1934",40,"pts"
"1935",50,"pts"
"1936",60,"pts"
"1937",70,"pts"
"1938",80,"pts"
"1939",90,"pts"
"1940",120,"pts"
"1941",10,"pts"
"1942",20,"pts"
"1943",30,"pts"
"1944",40,"pts"
"1945",50,"pts"
"1946",60,"pts"
"1947",70,"pts"
"1948",80,"pts"
"1949",90,"pts"
"1950",120,"pts"
"1951",10,"pts"
"1952",20,"pts"
"1953",30,"pts"
"1954",40,"pts"
"1955",50,"pts"
"1956",60,"pts"
"1957",70,"pts"
"1958",80,"pts"
"1959",90,"pts"
"1960",120,"pts"
"1961",10,"pts"
"1962",20,"pts"
"1963",30,"pts"
"1964",40,"pts"
"1965",50,"pts"
"1966",60,"pts"
"1967",70,"pts"
"1968",80,"pts"
"1969",90,"pts"
"1970",120,"pts"
"1971",10,"pts"
"1972",20,"pts"
"1973",30,"pts"
"1974",40,"pts"
"1975",50,"pts"
"1976",60,"pts"
"1977",70,"pts"
"1978",80,"pts"
"1979",90,"pts"
"1980",120,"pts"
"1981",10,"pts"
"1982",20,"pts"
"1983",30,"pts"
"1984",40,"pts"
"1985",50,"pts"
"1986",60,"pts"
"1987",70,"pts"
"1988",80,"pts"
"1989",90,"pts"
"1990",120,"pts"
"1991",10,"pts"
"1992",20,"pts"
"1993",30,"pts"
"1994",40,"pts"
"1995",50,"pts"
"1996",60,"pts"
"1997",70,"pts"
"1998",80,"pts"
"1999",90,"pts"
"2000",120,"pts"
"2001",10,"pts"
"2002",20,"pts"
"2003",30,"pts"
"2004",40,"pts"
"2005",50,"pts"
"2006",60,"pts"
"2007",70,"pts"
"2008",80,"pts"
"2009",90,"pts"
"2010",120,"pts"
"2011",10,"pts"
"2012",20,"pts"
"2013",30,"pts"
"2014",40,"pts"
"2015",50,"pts"
"2016",60,"pts"
"2017",70,"pts"
"2018",80,"pts"
"2019",90,"pts"
"2020",120,"pts"
"2021",10,"pts"
"2022",20,"pts"
"2023",30,"pts"
"2024",40,"pts"
"2025",50,"pts"
"2026",60,"pts"
"2027",70,"pts"
"2028",80,"pts"
"2029",90,"pts"
"2030",120,"pts"
"2031",10,"pts"
"2032",20,"pts"
"2033",30,"pts"
"2034",40,"pts"
"2035",50,"pts"
"2036",60,"pts"
"2037",70,"pts"
"2038",80,"pts"
"2039",90,"pts"
"2040",120,"pts"
"2041",10,"pts"
"2042",20,"pts"
"2043",30,"pts"
"2044",40,"pts"
"2045",50,"pts"
"2046",60,"pts"
"2047",70,"pts"
"2048",80,"pts"
"2049",90,"pts"
"2050",120,"pts"
"2051",10,"pts"
"2052",20,"pts"
"2053",30,"pts"
"2054",40,"pts"
"2055",50,"pts"
"2056",60,"pts"
"2057",70,"pts"
"2058",80,"pts"
"2059",90,"pts"
"2060",120,"pts"
"2061",10,"pts"
"2062",20,"pts"
"2063",30,"pts"
"2064",40,"pts"
"2065",50,"pts"
"2066",60,"pts"
"2067",70,"pts"
"2068",80,"pts"
"2069",90,"pts"
"2070",120,"pts"
"2071",10,"pts"
"2072",20,"pts"
"2073",30,"pts"
"2074",40,"pts"
"2075",50,"pts"
"2076",60,"pts"
"2077",70,"pts"
"2078",80,"pts"
"2079",90,"pts"
"2080",120,"pts"
"2081",10,"pts"
"2082",20,"pts"
"2083",30,"pts"
"2084",40,"pts"
"2085",50,"pts"
"2086",60,"pts"
"2087",70,"pts"
"2088",80,"pts"
"2089",90,"pts"
"2090",120,"pts"
"2091",10,"pts"
"2092",20,"pts"
"2093",30,"pts"
"2094",40,"pts"
"2095",50,"pts"
"2096",60,"pts"
"2097",70,"pts"
"2098",80,"pts"
"2099",90,"pts"
"2100",120,"pts"
"2101",10,"pts"
"2102",20,"pts"
"2103",30,"pts"
"2104",40,"pts"
"2105",50,"pts"
"2106",60,"pts"
"2107",70,"pts"
"2108",80,"pts"
"2109",90,"pts"
"2110",120,"pts"
"2111",10,"pts"
"2112",20,"pts"
"2113",30,"pts"
"2114",40,"pts"
"2115",50,"pts"
"2116",60,"pts"
"2117",70,"pts"
"2118",80,"pts"
"2119",90,"pts"
"2120",120,"pts"
"2121",10,"pts"
"2122",20,"pts"
"2123",30,"pts"
"2124",40,"pts"
"2125",50,"pts"
"2126",60,"pts"
"2127",70,"pts"
"2128",80,"pts"
"2129",90,"pts"
"2130",120,"pts"
"2131",10,"pts"
"2132",20,"pts"
"2133",30,"pts"
"2134",40,"pts"
"2135",50,"pts"
"2136",60,"pts"
"2137",70,"pts"
"2138",80,"pts"
"2139",90,"pts"
"2140",120,"pts"
"2141",10,"pts"
"2142",20,"pts"
"2143",30,"pts"
"2144",40,"pts"
"2145",50,"pts"
"2146",60,"pts"
"2147",70,"pts"
"2148",80,"pts"
"2149",90,"pts"
"2150",120,"pts"
"2151",10,"pts"
"2152",20,"pts"
"2153",30,"pts"
"2154",40,"pts"
"2155",50,"pts"
"2156",60,"pts"
"2157",70,"pts"
"2158",80,"pts"
"2159",90,"pts"
"2160",120,"pts"
"2161",10,"pts"
"2162",20,"pts"
"2163",30,"pts"
"2164",40,"pts"
"2165",50,"pts"
"2166",60,"pts"
"2167",70,"pts"
"2168",80,"pts"
"2169",90,"pts"
"2170",120,"pts"
"2171",10,"pts"
"2172",20,"pts"
"2173",30,"pts"
"2174",40,"pts"
"2175",50,"pts"
"2176",60,"pts"
"2177",70,"pts"
"2178",80,"pts"
"2179",90,"pts"
"2180",120,"pts"
"2181",10,"pts"
"2182",20,"pts"
"2183",30,"pts"
"2184",40,"pts"
"2185",50,"pts"
"2186",60,"pts"
"2187",70,"pts"
"2188",80,"pts"
"2189",90,"pts"
"2190",120,"pts"
"2191",10,"pts"
"2192",20,"pts"
"2193",30,"pts"
"2194",40,"pts"
"2195",50,"pts"
"2196",60,"pts"
"2197",70,"pts"
"2198",80,"pts"
"2199",90,"pts"
"2200",120,"pts"
"2201",10,"pts"
"2202",20,"pts"
"2203",30,"pts"
"2204",40,"pts"
"2205",50,"pts"
"2206",60,"pts"
"2207",70,"pts"
"2208",80,"pts"
"2209",90,"pts"
"2210",120,"pts"
"2211",10,"pts"
"2212",20,"pts"
"2213",30,"pts"
"2214",40,"pts"
"2215",50,"pts"
"2216",60,"pts"
"2217",70,"pts"
"2218",80,"pts"
"2219",90,"pts"
"2220",120,"pts"
"2221",10,"pts"
"2222",20,"pts"
"2223",30,"pts"
"2224",40,"pts"
"2225",50,"pts"
"2226",60,"pts"
"2227",70,"pts"
"2228",80,"pts"
"2229",90,"pts"
"2230",120,"pts"
"2231",10,"pts"
"2232",20,"pts"
"2233",30,"pts"
"2234",40,"pts"
"2235",50,"pts"
"2236",60,"pts"
"2237",70,"pts"
"2238",80,"pts"
"2239",90,"pts"
"2240",120,"pts"
"2241",10,"pts"
"2242",20,"pts"
"2243",30,"pts"
"2244",40,"pts"
"2245",50,"pts"
"2246",60,"pts"
"2247",70,"pts"
"2248",80,"pts"
"2249",90,"pts"
"2250",120,"pts"
"2251",10,"pts"
"2252",20,"pts"
"2253",30,"pts"
"2254",40,"pts"
"2255",50,"pts"
"2256",60,"pts"
"2257",70,"pts"
"2258",80,"pts"
"2259",90,"pts"
"2260",120,"pts"
"2261",10,"pts"
"2262",20,"pts"
"2263",30,"pts"
"2264",40,"pts"
"2265",50,"pts"
"2266",60,"pts"
"2267",70,"pts"
"2268",80,"pts"
"2269",90,"pts"
"2270",120,"pts"
"2271",10,"pts"
"2272",20,"pts"
"2273",30,"pts"
"2274",40,"pts"
"2275",50,"pts"
"2276",60,"pts"
"2277",70,"pts"
"2278",80,"pts"
"2279",90,"pts"
"2280",120,"pts"
"2281",10,"pts"
"2282",20,"pts"
"2283",30,"pts"
"2284",40,"pts"
"2285",50,"pts"
"2286",60,"pts"
"2287",70,"pts"
"2288",80,"pts"
"2289",90,"pts"
"2290",120,"pts"
"2291",10,"pts"
"2292",20,"pts"
"2293",30,"pts"
"2294",40,"pts"
"2295",50,"pts"
"2296",60,"pts"
"2297",70,"pts"
"2298",80,"pts"
"2299",90,"pts"
"2300",120,"pts"
"2301",10,"pts"
"2302",20,"pts"
"2303",30,"pts"
"2304",40,"pts"
"2305",50,"pts"
"2306",60,"pts"
"2307",70,"pts"
"2308",80,"pts"
"2309",90,"pts"
"2310",120,"pts"
"2311",10,"pts"
"2312",20,"pts"
"2313",30,"pts"
"2314",40,"pts"
"2315",50,"pts"
"2316",60,"pts"
"2317",70,"pts"
"2318",80,"pts"
"2319",90,"pts"
"2320",120,"pts"
"2321",10,"pts"
"2322",20,"pts"
"2323",30,"pts"
"2324",40,"pts"
"2325",50,"pts"
"2326",60,"pts"
"2327",70,"pts"
"2328",80,"pts"
"2329",90,"pts"
"2330",120,"pts"
"2331",10,"pts"
"2332",20,"pts"
"2333",30,"pts"
"2334",40,"pts"
"2335",50,"pts"
"2336",60,"pts"
"2337",70,"pts"
"2338",80,"pts"
"2339",90,"pts"
"2340",120,"pts"
"2341",10,"pts"
"2342",20,"pts"
"2343",30,"pts"
"2344",40,"pts"
"2345",50,"pts"
"2346",60,"pts"
"2347",70,"pts"
"2348",80,"pts"
"2349",90,"pts"
"2350",120,"pts"
"2351",10,"pts"
"2352",20,"pts"
"2353",30,"pts"
"2354",40,"pts"
"2355",50,"pts"
"2356",60,"pts"
"2357",70,"pts"
"2358",80,"pts"
"2359",90,"pts"
"2360",120,"pts"
"2361",10,"pts"
"2362",20,"pts"
"2363",30,"pts"
"2364",40,"pts"
"2365",50,"pts"
"2366",60,"pts"
"2367",70,"pts"
"2368",80,"pts"
"2369",90,"pts"
"2370",120,"pts"
"2371",10,"pts"
"2372",20,"pts"
"2373",30,"pts"
"2374",40,"pts"
"2375",50,"pts"
"2376",60,"pts"
"2377",70,"pts"
"2378",80,"pts"
"2379",90,"pts"
"2380",120,"pts"
"2381",10,"pts"
"2382",20,"pts"
"2383",30,"pts"
"2384",40,"pts"
"2385",50,"pts"
"2386",60,"pts"
"2387",70,"pts"
"2388",80,"pts"
"2389",90,"pts"
"2390",120,"pts"
"2391",10,"pts"
"2392",20,"pts"
"2393",30,"pts"
"2394",40,"pts"
"2395",50,"pts"
"2396",60,"pts"
"2397",70,"pts"
"2398",80,"pts"
"2399",90,"pts"
"2400",120,"pts"
"2401",10,"pts"
"2402",20,"pts"
"2403",30,"pts"
"2404",40,"pts"
"2405",50,"pts"
"2406",60,"pts"
"2407",70,"pts"
"2408",80,"pts"
"2409",90,"pts"
"2410",120,"pts"
"2411",10,"pts"
"2412",20,"pts"
"2413",30,"pts"
"2414",40,"pts"
"2415",50,"pts"
"2416",60,"pts"
"2417",70,"pts"
"2418",80,"pts"
"2419",90,"pts"
"2420",120,"pts"
"2421",10,"pts"
"2422",20,"pts"
"2423",30,"pts"
"2424",40,"pts"
"2425",50,"pts"
"2426",60,"pts"
"2427",70,"pts"
"2428",80,"pts"
"2429",90,"pts"
"2430",120,"pts"
"2431",10,"pts"
"2432",20,"pts"
"2433",30,"pts"
"2434",40,"pts"
"2435",50,"pts"
"2436",60,"pts"
"2437",70,"pts"
"2438",80,"pts"
"2439",90,"pts"
"2440",120,"pts"
"2441",10,"pts"
"2442",20,"pts"
"2443",30,"pts"
"2444",40,"pts"
"2445",50,"pts"
"2446",60,"pts"
"2447",70,"pts"
"2448",80,"pts"
"2449",90,"pts"
"2450",120,"pts"
"2451",10,"pts"
"2452",20,"pts"
"2453",30,"pts"
"2454",40,"pts"
"2455",50,"pts"
"2456",60,"pts"
"2457",70,"pts"
